project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sample_name	sample_host	sample_age	sample_age_doi	community_type	material	archive	archive_project	archive_accession
Ferrari2018	2018	10.3390/genes9090436	Yuribey River	68.633	71.666	Russia	Lyuba abdominal subcutaneous fat and muscle	Mammuthus primigenius	41800	10.3390/genes9090436	soft tissue	muscle tissue	SRA	PRJNA395646	SRS2390528
Ferrari2018	2018	10.3390/genes9090436	Yuribey River	68.633	71.666	Russia	Lyuba cheek fat	Mammuthus primigenius	41800	10.3390/genes9090436	soft tissue	buccal fat pad	SRA	PRJNA395646	SRS2390529
Ferrari2018	2018	10.3390/genes9090436	Yuribey River	68.633	71.666	Russia	Lyuba omentum	Mammuthus primigenius	41800	10.3390/genes9090436	soft tissue	omentum	SRA	PRJNA395646	SRS2390530
Ferrari2018	2018	10.3390/genes9090436	Yuribey River	68.633	71.666	Russia	Lyuba peritoneum	Mammuthus primigenius	41800	10.3390/genes9090436	soft tissue	peritoneum	SRA	PRJNA395646	SRS2390526
Ferrari2018	2018	10.3390/genes9090436	Yuribey River	68.633	71.666	Russia	Lyuba intestinal tissue 1	Mammuthus primigenius	41800	10.3390/genes9090436	soft tissue	intestine	SRA	PRJNA395646	SRS2390532
Ferrari2018	2018	10.3390/genes9090436	Yuribey River	68.633	71.666	Russia	Lyuba intestinal tissue 2	Mammuthus primigenius	41800	10.3390/genes9090436	soft tissue	intestine	SRA	PRJNA395646	SRS2390531
Ferrari2018	2018	10.3390/genes9090436	Yuribey River	68.633	71.666	Russia	Lyuba caecum	Mammuthus primigenius	41800	10.3390/genes9090436	soft tissue	caecum	SRA	PRJNA395646	SRS2390534
McDonough2018	2018	10.1093/jmammal/gyy080	Peru: Cusco; Occobamba Valley, Tocopoqueu	-13.47	-73.56	Peru	Conepatus chinga USNM 194319 Bone	Conepatus chinga	100	10.1093/jmammal/gyy080	skeletal tissue	bone	SRA	PRJNA438985	SRS3118688
McDonough2018	2018	10.1093/jmammal/gyy080	Peru: Cusco; Occobamba Valley, Tocopoqueu	-13.47	-73.56	Peru	Conepatus chinga USNM 194319 Claw	Conepatus chinga	100	10.1093/jmammal/gyy080	soft tissue	keratinous claw	SRA	PRJNA438985	SRS3118688
McDonough2018	2018	10.1093/jmammal/gyy080	Peru: Cusco; Occobamba Valley, Tocopoqueu	-13.47	-73.56	Peru	Conepatus chinga USNM 194319 Osteocrust	Conepatus chinga	100	10.1093/jmammal/gyy080	soft tissue	muscle tissue	SRA	PRJNA438985	SRS3118688
McDonough2018	2018	10.1093/jmammal/gyy080	Peru: Cusco; Occobamba Valley, Tocopoqueu	-13.47	-73.56	Peru	Conepatus chinga USNM 194319 Skin	Conepatus chinga	100	10.1093/jmammal/gyy080	soft tissue	skin	SRA	PRJNA438985	SRS3118688
McDonough2018	2018	10.1093/jmammal/gyy080	Kenya: N’Guasso Njiro River, S	1.0	37.0	Kenya	Gerbilliscus boehmi, USNM 162251 Bone	Gerbilliscus boehmi	100	10.1093/jmammal/gyy080	skeletal tissue	bone	SRA	PRJNA438985	SRS3151295
McDonough2018	2018	10.1093/jmammal/gyy080	Kenya: N’Guasso Njiro River, S	1.0	37.0	Kenya	Gerbilliscus boehmi, USNM 162251 Claw	Gerbilliscus boehmi	100	10.1093/jmammal/gyy080	soft tissue	keratinous claw	SRA	PRJNA438985	SRS3151295
McDonough2018	2018	10.1093/jmammal/gyy080	Kenya: N’Guasso Njiro River, S	1.0	37.0	Kenya	Gerbilliscus boehmi, USNM 162251 Osteocrust	Gerbilliscus boehmi	100	10.1093/jmammal/gyy080	soft tissue	muscle tissue	SRA	PRJNA438985	SRS3151295
McDonough2018	2018	10.1093/jmammal/gyy080	Kenya: N’Guasso Njiro River, S	1.0	37.0	Kenya	Gerbilliscus boehmi, USNM 162251 Skin	Gerbilliscus boehmi	100	10.1093/jmammal/gyy080	soft tissue	skin	SRA	PRJNA438985	SRS3151295
McDonough2018	2018	10.1093/jmammal/gyy080	Indonesia: Celebes Island, Gimpoe	-2.06	120.37	Indonesia	Strigocuscus celebensis USNM 219469 Bone	Strigocuscus celebensis	100	10.1093/jmammal/gyy080	skeletal tissue	bone	SRA	PRJNA438985	SRS3118689
McDonough2018	2018	10.1093/jmammal/gyy080	Indonesia: Celebes Island, Gimpoe	-2.06	120.37	Indonesia	Strigocuscus celebensis USNM 219469 Claw	Strigocuscus celebensis	100	10.1093/jmammal/gyy080	soft tissue	keratinous claw	SRA	PRJNA438985	SRS3118689
McDonough2018	2018	10.1093/jmammal/gyy080	Indonesia: Celebes Island, Gimpoe	-2.06	120.37	Indonesia	Strigocuscus celebensis USNM 219469 Osteocrust	Strigocuscus celebensis	100	10.1093/jmammal/gyy080	soft tissue	muscle tissue	SRA	PRJNA438985	SRS3118689
McDonough2018	2018	10.1093/jmammal/gyy080	Indonesia: Celebes Island, Gimpoe	-2.06	120.37	Indonesia	Strigocuscus celebensis USNM 219469 Skin	Strigocuscus celebensis	100	10.1093/jmammal/gyy080	soft tissue	skin	SRA	PRJNA438985	SRS3118689
Campana2014	2014	10.1186/1756-0500-7-111	Teposcolula Yucundaa	17.49	-97.46	Mexico	TP4	Homo sapiens	400	10.7183/1045-6635.23.4.467	skeletal tissue	bone	SRA	PRJNA205039	SRS428959
Campana2014	2014	10.1186/1756-0500-7-111	Teposcolula Yucundaa	17.49	-97.46	Mexico	TP10	Homo sapiens	400	10.7183/1045-6635.23.4.467	skeletal tissue	bone	SRA	PRJNA205039	SRS428961
Campana2014	2014	10.1186/1756-0500-7-111	Teposcolula Yucundaa	17.49	-97.46	Mexico	TP18	Homo sapiens	400	10.7183/1045-6635.23.4.467	skeletal tissue	bone	SRA	PRJNA205039	SRS428962
Campana2014	2014	10.1186/1756-0500-7-111	Teposcolula Yucundaa	17.49	-97.46	Mexico	TP37	Homo sapiens	400	10.7183/1045-6635.23.4.467	skeletal tissue	bone	SRA	PRJNA205039	SRS428963
Campana2014	2014	10.1186/1756-0500-7-111	Teposcolula Yucundaa	17.49	-97.46	Mexico	TP9	Homo sapiens	400	10.7183/1045-6635.23.4.467	skeletal tissue	bone	SRA	PRJNA205039	SRS428960
Campana2014	2014	10.1186/1756-0500-7-111	Teposcolula Yucundaa	17.49	-97.46	Mexico	TP48	Homo sapiens	400	10.7183/1045-6635.23.4.467	skeletal tissue	bone	SRA	PRJNA205039	SRS428964
Campana2014	2014	10.1186/1756-0500-7-111	Teposcolula Yucundaa	17.49	-97.46	Mexico	TP02,TP10,TP15,TP26	Homo sapiens	400	10.7183/1045-6635.23.4.467	skeletal tissue	bone	SRA	PRJNA205039	SRS428958
Campana2014	2014	10.1186/1756-0500-7-111	Teposcolula Yucundaa	17.49	-97.46	Mexico	TP32,TP42,TP45,TP48	Homo sapiens	400	10.7183/1045-6635.23.4.467	skeletal tissue	bone	SRA	PRJNA205039	SRS428972
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	41.67	-91.53	USA	BG-102	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3867520
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	25.14	-80.92	USA	BG-13	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882361
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	40.86	-73.87	USA	BG-5	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882362
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	25.14	-80.92	USA	BG-56	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	ENA	PRJEB34825	ERS3882363
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	41.2	-86.39	USA	BG-62	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882364
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	25.54	-80.33	USA	BG-68	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882365
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	39.09	-94.58	USA	BG-73	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882366
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	44.27	-68.57	USA	HU-10	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882367
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	41.55	-71.29	USA	HU-105	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	ENA	PRJEB34825	ERS3882368
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	46.19	-74.63	USA	HU-146	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882369
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	25.14	-80.92	USA	HU-157	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882370
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	25.78	-80.21	USA	HU-158	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882371
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	45.45	-75.7	USA	HU-178	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882372
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	28.04	-82.3	USA	HU-180	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882373
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	38.99	-95.22	USA	HU-185	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882374
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	30.41	-88.88	USA	HU-196	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	ENA	PRJEB34825	ERS3882375
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	41.67	-91.53	USA	HU-203	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882376
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	44.37	-71.61	USA	HU-40	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882377
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	42.24	-70.8	USA	HU-79	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882378
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	42.27	-71.8	USA	HU-99	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	ENA	PRJEB34825	ERS3882379
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	39.98	-75.16	USA	MB-104	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	ENA	PRJEB34825	ERS3882380
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	41.43	-91.04	USA	MB-65	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882381
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	44.29	-69.37	USA	MB-77	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882382
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	28.05	-82.3	USA	MB-86	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882383
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	41.58	-72.65	USA	MB-87	Ambrosia artemisiifolia	200	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882384
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	52.22	5.97	Netherlands	NAT-002	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882385
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	52.22	5.97	Netherlands	NAT-003	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882386
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	52.22	5.97	Netherlands	NAT-005	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882387
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	52.25	6.2	Netherlands	NAT-011	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882388
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	52.25	6.2	Netherlands	NAT-012	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882389
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	52.25	6.2	Netherlands	NAT-013	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882390
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	52.25	6.2	Netherlands	NAT-017	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882391
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	52.22	5.97	Netherlands	NAT-023	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882392
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	52.22	5.97	Netherlands	NAT-026	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882393
Bieker2020	2020	10.1111/1755-0998.13174	Unknown	51.98	6.82	Netherlands	NAT-112	Ambrosia artemisiifolia	100	10.1111/1755-0998.13253	plant tissue	leaf	ENA	PRJEB34825	ERS3882394
Bieker2020	2020	10.1111/1755-0998.13174	Upper Providence, Delaware County, Pennsylvania	40.1	-75.4	USA	PH-15	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	SRA	PRJNA339123	SRS1631715
Bieker2020	2020	10.1111/1755-0998.13174	Swarthmore, Delaware County, Pennsylvania	39.9	-75.3	USA	PH-16	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	SRA	PRJNA339123	SRS1631716
Bieker2020	2020	10.1111/1755-0998.13174	Lansdowne, Delaware County, Pennsylvania	39.9	-75.2	USA	PH-18	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	SRA	PRJNA339123	SRS1631717
Bieker2020	2020	10.1111/1755-0998.13174	West Philadelphia, Philadelphia	39.9	-75.2	USA	PH-26	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	SRA	PRJNA339123	SRS1631719
Bieker2020	2020	10.1111/1755-0998.13174	Easton, Philadelphia	40.0	-75.1	USA	PH-6	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	SRA	PRJNA339123	SRS1631714
Bieker2020	2020	10.1111/1755-0998.13174	Iowa City, Iowa	41.6	-91.5	USA	USNH-12	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	SRA	PRJNA339123	SRS1631724
Bieker2020	2020	10.1111/1755-0998.13174	Ames, Iowa	42.0	-93.6	USA	USNH-23	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	SRA	PRJNA339123	SRS1631727
Bieker2020	2020	10.1111/1755-0998.13174	Des Moines, Iowa	41.5	-93.6	USA	USNH-34	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	SRA	PRJNA339123	SRS1631728
Bieker2020	2020	10.1111/1755-0998.13174	Ames, Iowa	42.0	-93.6	USA	USNH-37	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	SRA	PRJNA339123	SRS1631729
Bieker2020	2020	10.1111/1755-0998.13174	Ames, Iowa	42.0	-93.6	USA	USNH-38	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	SRA	PRJNA339123	SRS1631730
Bieker2020	2020	10.1111/1755-0998.13174	Ames, Iowa	42.0	-93.6	USA	USNH-39_ENA	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	ENA	PRJEB34825	ERS3882395
Bieker2020	2020	10.1111/1755-0998.13174	Ames, Iowa	42.0	-93.6	USA	USNH-39_SRA	Ambrosia artemisiifolia	100	10.1111/1755-0998.12610	plant tissue	leaf	SRA	PRJNA339123	SRS1631732
Bieker2020	2020	10.1111/1755-0998.13174	Connecticut (in Ohio State University)	41.0	-72.0	USA	JK2509	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159299
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in Ohio State University)	39.688	-82.993	USA	JK2510	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159300
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in Ohio State University)	41.721	-81.243	USA	JK2511	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159301
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in Ohio State University)	39.956	-81.953	USA	JK2512	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159302
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in Ohio State University)	41.102	-81.56	USA	JK2513	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159303
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in Ohio State University)	39.956	-81.953	USA	JK2514	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159304
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in Ohio State University)	41.137	-81.863	USA	JK2515	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159305
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in Ohio State University)	39.5	-82.472	USA	JK2516	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159306
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in Ohio State University)	40.0	-82.0	USA	JK2517	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159307
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in Ohio State University)	41.867	-80.789	USA	JK2518	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159308
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in University of Connecticut Herbarium)	40.0	-82.0	USA	JK2520	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159309
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in University of Connecticut Herbarium)	40.0	-82.0	USA	JK2521	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159310
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in University of Connecticut Herbarium)	40.0	-82.0	USA	JK2523	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159311
Bieker2020	2020	10.1111/1755-0998.13174	New Jersey (in University of Connecticut Herbarium)	39.856	-74.686	USA	JK2524	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159312
Bieker2020	2020	10.1111/1755-0998.13174	Connecticut (in University of Connecticut Herbarium)	41.224	-73.06	USA	JK2525	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159313
Bieker2020	2020	10.1111/1755-0998.13174	Connecticut (in University of Connecticut Herbarium)	41.666	-73.508	USA	JK2526	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159314
Bieker2020	2020	10.1111/1755-0998.13174	Connecticut (in University of Connecticut Herbarium)	41.509	-72.543	USA	JK2527	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159315
Bieker2020	2020	10.1111/1755-0998.13174	Ohio (in Chicago Field Museum)	41.48	-86.82	USA	JK2529	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159316
Bieker2020	2020	10.1111/1755-0998.13174	Indiana (in Chicago Field Museum)	41.482	-86.822	USA	JK2530	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159317
Bieker2020	2020	10.1111/1755-0998.13174	New Jersey (in Chicago Field Museum)	39.856	-74.686	USA	JK2531	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159318
Bieker2020	2020	10.1111/1755-0998.13174	Utah (In New York Botanical Garden)	40.643	-111.951	USA	JK346	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159319
Bieker2020	2020	10.1111/1755-0998.13174	New York (In New York Botanical Garden)	41.15	-73.766	USA	JK351	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159320
Bieker2020	2020	10.1111/1755-0998.13174	Tennessee (In New York Botanical Garden)	35.99	-83.94	USA	JK355	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159321
Bieker2020	2020	10.1111/1755-0998.13174	Georgia (in New York Botanical Garden)	32.0	-83.0	USA	JK356	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159322
Bieker2020	2020	10.1111/1755-0998.13174	District of Columbia (in New York Botanical Garden)	38.906	-77.036	USA	JK362	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159323
Bieker2020	2020	10.1111/1755-0998.13174	New York (In New York Botanical Garden)	43.192	-77.01	USA	JK366	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159324
Bieker2020	2020	10.1111/1755-0998.13174	New Jersey (in New York Botanical Garden)	40.924	-74.075	USA	JK367	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159325
Bieker2020	2020	10.1111/1755-0998.13174	New Jersey (in New York Botanical Garden)	41.122	-74.356	USA	JK372	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159326
Bieker2020	2020	10.1111/1755-0998.13174	New York (In New York Botanical Garden)	39.97	-83.01	USA	JK376	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159327
Bieker2020	2020	10.1111/1755-0998.13174	District of Columbia (in New York Botanical Garden)	38.906	-77.037	USA	JK389	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159328
Bieker2020	2020	10.1111/1755-0998.13174	North Carolina (in New York Botanical Garden)	35.0	-79.0	USA	JK393	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159329
Bieker2020	2020	10.1111/1755-0998.13174	District of Columbia (in New York Botanical Garden)	38.906	-77.037	USA	JK395	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159330
Bieker2020	2020	10.1111/1755-0998.13174	Delaware (in New York Botanical Garden)	38.715	-75.631	USA	JK399	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159331
Bieker2020	2020	10.1111/1755-0998.13174	Utah (In New York Botanical Garden)	40.643	-111.967	USA	JK401	Arabidopsis thaliana	100	10.1371/journal.pgen.1007155	plant tissue	leaf	SRA	PRJEB24619	ERS2159332
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1433	Homo sapiens	2600	10.1186/s12915-020-00839-8	oral	tooth	ENA	PRJEB33848	ERS3635916
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1502	Homo sapiens	1700	10.1186/s12915-020-00839-8	skeletal tissue	bone	ENA	PRJEB33848	ERS3636029
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1504	Homo sapiens	1600	10.1038/ncomms15694	skeletal tissue	bone	ENA	PRJEB33848	ERS3636033
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1504	Homo sapiens	1600	10.1038/ncomms15694	oral	dental calculus	ENA	PRJEB33848	ERS3636043
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1505	Homo sapiens	1600	10.1186/s12915-020-00839-8	skeletal tissue	bone	ENA	PRJEB33848	ERS3636031
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1506	Homo sapiens	1600	10.1186/s12915-020-00839-8	skeletal tissue	bone	ENA	PRJEB33848	ERS3636034
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1511	Homo sapiens	1800	10.1186/s12915-020-00839-8	oral	dental calculus	ENA	PRJEB33848	ERS3636044
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1513	Homo sapiens	2300	10.1038/ncomms15694	oral	tooth	ENA	PRJEB33848	ERS3635932
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1515	Homo sapiens	3100	10.1038/ncomms15694	oral	tooth	ENA	PRJEB33848	ERS3635931
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1518	Homo sapiens	2900	10.1038/ncomms15694	oral	tooth	ENA	PRJEB33848	ERS3635959
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1519	Homo sapiens	4000	10.1186/s12915-020-00839-8	oral	dental calculus	ENA	PRJEB33848	ERS3636092,ERS3636091,ERS3635912,ERS3636090
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1521	Homo sapiens	2700	10.1038/ncomms15694	oral	tooth	ENA	PRJEB33848	ERS3635934
Neukamm2020	2020	10.1186/s12915-020-00839-8	Abusir el-Meleq	29.24	31.1	Egypt	Abusir1526	Homo sapiens	2700	10.1038/ncomms15694	oral	tooth	ENA	PRJEB33848	ERS3635939
