project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sample_name	sample_host	sample_age	sample_age_doi	singlegenome_domain	singlegenome_species	material	genome_type	collection_date	archive	data_type	archive_accession	run_accession	library_layout	fastq_ftp
Key2020	2020	10.1038/s41559-020-1106-9	Ikiztepe	41.612	35.87	Turkey	IKI003	Homo sapiens	4500	10.1038/s41559-020-1106-9	bacteria	Salmonella enterica	tooth	chromosome	NA	ENA	raw	ERS3967961	ERR3654241,ERR3654242,ERR3654243,ERR3654244	SINGLE,SINGLE,SINGLE,SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/001/ERR3654241/ERR3654241.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/002/ERR3654242/ERR3654242.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/003/ERR3654243/ERR3654243.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/004/ERR3654244/ERR3654244.fastq.gz
Key2020	2020	10.1038/s41559-020-1106-9	Oberbipp	47.262	7.659	Switzerland	OBP001	Homo sapiens	4600	10.1038/s41559-020-1106-9	bacteria	Salmonella enterica	tooth	chromosome	NA	ENA	raw	ERS3967965	ERR3654266,ERR3654267,ERR3654290,ERR3654291,ERR3654292,ERR3654293,ERR3654299,ERR3654307	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/006/ERR3654266/ERR3654266.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/007/ERR3654267/ERR3654267.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/000/ERR3654290/ERR3654290.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/001/ERR3654291/ERR3654291.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/002/ERR3654292/ERR3654292.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/003/ERR3654293/ERR3654293.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/009/ERR3654299/ERR3654299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/009/ERR3654299/ERR3654299_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/007/ERR3654307/ERR3654307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/007/ERR3654307/ERR3654307_2.fastq.gz
Key2020	2020	10.1038/s41559-020-1106-9	Su Asedazzu	39.512	9.145	Italy	SUA004	Homo sapiens	3800	10.1038/s41559-020-1106-9	bacteria	Salmonella enterica	tooth	chromosome	NA	ENA	raw	ERS3967966	ERR3654268,ERR3654269,ERR3654294,ERR3654295,ERR3654296,ERR3654297,ERR3654300,ERR3654308	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/008/ERR3654268/ERR3654268.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/009/ERR3654269/ERR3654269.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/004/ERR3654294/ERR3654294.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/005/ERR3654295/ERR3654295.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/006/ERR3654296/ERR3654296.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/007/ERR3654297/ERR3654297.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/000/ERR3654300/ERR3654300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/000/ERR3654300/ERR3654300_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/008/ERR3654308/ERR3654308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/008/ERR3654308/ERR3654308_2.fastq.gz
Key2020	2020	10.1038/s41559-020-1106-9	Marinskaya 3	43.905	43.521	Russia	MK3001	Homo sapiens	2800	10.1038/s41559-020-1106-9	bacteria	Salmonella enterica	tooth	chromosome	NA	ENA	raw	ERS3967962	ERR3654252,ERR3654253,ERR3654260,ERR3654261,ERR3654282,ERR3654283,ERR3654284,ERR3654285,ERR3654304	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/002/ERR3654252/ERR3654252.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/003/ERR3654253/ERR3654253.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/000/ERR3654260/ERR3654260.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/001/ERR3654261/ERR3654261.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/002/ERR3654282/ERR3654282.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/003/ERR3654283/ERR3654283.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/004/ERR3654284/ERR3654284.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/005/ERR3654285/ERR3654285.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/004/ERR3654304/ERR3654304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/004/ERR3654304/ERR3654304_2.fastq.gz
Key2020	2020	10.1038/s41559-020-1106-9	Chiusi	43.016	11.95	Italy	ETR001	Homo sapiens	1800	10.1038/s41559-020-1106-9	bacteria	Salmonella enterica	tooth	chromosome	NA	ENA	raw	ERS3967960	ERR3654254,ERR3654255,ERR3654256,ERR3654257,ERR3654270,ERR3654271,ERR3654272,ERR3654273,ERR3654274,ERR3654275,ERR3654276,ERR3654277,ERR3654301,ERR3654302	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/004/ERR3654254/ERR3654254.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/005/ERR3654255/ERR3654255.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/006/ERR3654256/ERR3654256.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/007/ERR3654257/ERR3654257.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/000/ERR3654270/ERR3654270.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/001/ERR3654271/ERR3654271.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/002/ERR3654272/ERR3654272.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/003/ERR3654273/ERR3654273.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/004/ERR3654274/ERR3654274.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/005/ERR3654275/ERR3654275.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/006/ERR3654276/ERR3654276.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/007/ERR3654277/ERR3654277.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/001/ERR3654301/ERR3654301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/001/ERR3654301/ERR3654301_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/002/ERR3654302/ERR3654302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/002/ERR3654302/ERR3654302_2.fastq.gz
Barquera2020	2020	10.1016/j.cub.2020.04.002	Hospital Real de San José de los Naturales	19.43	-99.14	Mexico	SJN003	Homo sapiens	500	10.1016/j.cub.2020.04.002	bacteria	Treponema pallidum	tooth	chromosome	NA	ENA	raw	ERS4529000,ERS4529001	ERR4065503	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/003/ERR4065503/ERR4065503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/003/ERR4065503/ERR4065503_2.fastq.gz
Barquera2020	2020	10.1016/j.cub.2020.04.002	Hospital Real de San José de los Naturales	19.43	-99.14	Mexico	SJN001	Homo sapiens	500	10.1016/j.cub.2020.04.002	virus	Hepatitis B virus	tooth	chromosome	NA	ENA	raw	ERS4528997,ERS4528998	ERR4065490	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/000/ERR4065490/ERR4065490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/000/ERR4065490/ERR4065490_2.fastq.gz
KrauseKyora2018	2018	10.7554/eLife.36666	Karsdorf	51.27	11.65	Germany	Karsdorf	Homo sapiens	7000	10.7554/eLife.36666	virus	Hepatitis B virus	tooth	chromosome	NA	ENA	raw	ERS2200179	ERR2299807	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/007/ERR2299807/ERR2299807.fastq.gz
KrauseKyora2018	2018	10.7554/eLife.36666	Sorsum	52.27	9.61	Germany	Sorsum	Homo sapiens	5100	10.7554/eLife.36666	virus	Hepatitis B virus	tooth	chromosome	NA	ENA	raw	ERS2200180	ERR2299808	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299808/ERR2299808.fastq.gz
KrauseKyora2018	2018	10.7554/eLife.36666	Petersberg	47.71	12.12	Germany	Petersberg	Homo sapiens	900	10.7554/eLife.36666	virus	Hepatitis B virus	tooth	chromosome	NA	ENA	raw	ERS2200178	ERR2299806	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299806/ERR2299806.fastq.gz
Giffin2020	2020	10.1038/s41598-020-66012-x	Aguonu g. 10	54.675	25.277	Lithuania	AGU007	Homo sapiens	400	10.1038/s41598-020-66012-x	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS4398261	ERR4000686,ERR4000687,ERR4000688,ERR4000689,ERR4000690	PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/006/ERR4000686/ERR4000686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/006/ERR4000686/ERR4000686_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/007/ERR4000687/ERR4000687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/007/ERR4000687/ERR4000687_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/008/ERR4000688/ERR4000688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/008/ERR4000688/ERR4000688_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/009/ERR4000689/ERR4000689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/009/ERR4000689/ERR4000689_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/000/ERR4000690/ERR4000690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/000/ERR4000690/ERR4000690_2.fastq.gz
Giffin2020	2020	10.1038/s41598-020-66012-x	Aguonu g. 10	54.675	25.277	Lithuania	AGU010	Homo sapiens	400	10.1038/s41598-020-66012-x	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS4410876	ERR4000691,ERR4000692,ERR4000693,ERR4000694	PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/001/ERR4000691/ERR4000691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/001/ERR4000691/ERR4000691_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/002/ERR4000692/ERR4000692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/002/ERR4000692/ERR4000692_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/003/ERR4000693/ERR4000693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/003/ERR4000693/ERR4000693_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/004/ERR4000694/ERR4000694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/004/ERR4000694/ERR4000694_2.fastq.gz
Giffin2020	2020	10.1038/s41598-020-66012-x	Aguonu g. 10	54.675	25.277	Lithuania	AGU020	Homo sapiens	400	10.1038/s41598-020-66012-x	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS4398262	ERR4000695,ERR4000696	PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/005/ERR4000695/ERR4000695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/005/ERR4000695/ERR4000695_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/006/ERR4000696/ERR4000696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/006/ERR4000696/ERR4000696_2.fastq.gz
Giffin2020	2020	10.1038/s41598-020-66012-x	Aguonu g. 10	54.675	25.277	Lithuania	AGU025	Homo sapiens	400	10.1038/s41598-020-66012-x	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS4398263	ERR4000697,ERR4000698,ERR4000699,ERR4000700	PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/007/ERR4000697/ERR4000697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/007/ERR4000697/ERR4000697_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/008/ERR4000698/ERR4000698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/008/ERR4000698/ERR4000698_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/009/ERR4000699/ERR4000699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/009/ERR4000699/ERR4000699_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/000/ERR4000700/ERR4000700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/000/ERR4000700/ERR4000700_2.fastq.gz
Giffin2020	2020	10.1038/s41598-020-66012-x	Aguonu g. 10	54.675	25.277	Lithuania	AGU007	Homo sapiens	400	10.1038/s41598-020-66012-x	bacteria	Treponema pallidum	tooth	chromosome	NA	ENA	raw	ERS4398260	ERR4000685	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/005/ERR4000685/ERR4000685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/005/ERR4000685/ERR4000685_2.fastq.gz
Feldman2016	2016	10.1093/molbev/msw170	Altenerding	48.287	11.903	Germany	AE1175	Homo sapiens	1500	10.1093/molbev/msw170	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS1266114	ERR1546642,ERR1546643	PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/002/ERR1546642/ERR1546642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/002/ERR1546642/ERR1546642_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/003/ERR1546643/ERR1546643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/003/ERR1546643/ERR1546643_2.fastq.gz
BarGal2012	2012	10.1002/hep.25852	Yangju	37.8	127	South Korea	Yangju child mummy	Homo sapiens	300	10.1002/hep.25852	virus	Hepatitis B virus	liver	chromosome	NA	GenBank	assembly	JN315779
Keller2019	2019	10.1073/pnas.1820447116	Dittenheim	49.055	10.792	Germany	DIT003.B	Homo sapiens	1500	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465379	ERR3341156,ERR3341157,ERR3341158,ERR3341159,ERR3341160,ERR3341161,ERR3341162,ERR3341163,ERR3341164,ERR3341165,ERR3341166,ERR3341167	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/006/ERR3341156/ERR3341156.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/007/ERR3341157/ERR3341157.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/008/ERR3341158/ERR3341158.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/009/ERR3341159/ERR3341159.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/000/ERR3341160/ERR3341160.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/001/ERR3341161/ERR3341161.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/002/ERR3341162/ERR3341162.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/003/ERR3341163/ERR3341163.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/004/ERR3341164/ERR3341164.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/005/ERR3341165/ERR3341165.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/006/ERR3341166/ERR3341166.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/007/ERR3341167/ERR3341167.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Dittenheim	49.055	10.792	Germany	DIT004 merged	Homo sapiens	1500	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465380,ERS3465381	ERR3341169,ERR3341170,ERR3341171,ERR3341172,ERR3341173,ERR3341174,ERR3341175,ERR3341176,ERR3341177,ERR3341178,ERR3341179,ERR3341180	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/009/ERR3341169/ERR3341169.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/000/ERR3341170/ERR3341170.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/001/ERR3341171/ERR3341171.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/002/ERR3341172/ERR3341172.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/003/ERR3341173/ERR3341173.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/004/ERR3341174/ERR3341174.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/005/ERR3341175/ERR3341175.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/006/ERR3341176/ERR3341176.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/007/ERR3341177/ERR3341177.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/008/ERR3341178/ERR3341178.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/009/ERR3341179/ERR3341179.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/000/ERR3341180/ERR3341180.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Edix Hill	52.136	-0.011	United Kingdom	EDI001.A	Homo sapiens	1500	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465382	ERR3341118	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/008/ERR3341118/ERR3341118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/008/ERR3341118/ERR3341118_2.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Edix Hill	52.136	-0.011	United Kingdom	EDI003.A	Homo sapiens	1500	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465383	ERR3341119,ERR3341120	PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/009/ERR3341119/ERR3341119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/009/ERR3341119/ERR3341119_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/000/ERR3341120/ERR3341120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/000/ERR3341120/ERR3341120_2.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Edix Hill	52.136	-0.011	United Kingdom	EDI004.A	Homo sapiens	1500	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465384	ERR3341121,ERR3341122	PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/001/ERR3341121/ERR3341121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/001/ERR3341121/ERR3341121_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/002/ERR3341122/ERR3341122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/002/ERR3341122/ERR3341122_2.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Edix Hill	52.136	-0.011	United Kingdom	EDI005.A	Homo sapiens	1500	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465385	ERR3341123	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/003/ERR3341123/ERR3341123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/003/ERR3341123/ERR3341123_2.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Saint-Doulchard Le Pressoir 	47.105	2.357	France	LSD001.A	Homo sapiens	1300	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465386	ERR3341124,ERR3341125	PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/004/ERR3341124/ERR3341124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/004/ERR3341124/ERR3341124_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/005/ERR3341125/ERR3341125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/005/ERR3341125/ERR3341125_2.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Saint-Doulchard Le Pressoir 	47.105	2.357	France	LSD002.A	Homo sapiens	1300	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465387	ERR3341126	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/006/ERR3341126/ERR3341126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/006/ERR3341126/ERR3341126_2.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Saint-Doulchard Le Pressoir 	47.105	2.357	France	LSD007.A	Homo sapiens	1300	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465388	ERR3341127,ERR3341128	PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/007/ERR3341127/ERR3341127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/007/ERR3341127/ERR3341127_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/008/ERR3341128/ERR3341128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/008/ERR3341128/ERR3341128_2.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Saint-Doulchard Le Pressoir 	47.105	2.357	France	LSD013.A	Homo sapiens	1300	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465389	ERR3341129	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/009/ERR3341129/ERR3341129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/009/ERR3341129/ERR3341129_2.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Saint-Doulchard Le Pressoir 	47.105	2.357	France	LSD019.A	Homo sapiens	1300	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465390	ERR3341130,ERR3341131	PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/000/ERR3341130/ERR3341130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/000/ERR3341130/ERR3341130_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/001/ERR3341131/ERR3341131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/001/ERR3341131/ERR3341131_2.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Saint-Doulchard Le Pressoir 	47.105	2.357	France	LSD020.A	Homo sapiens	1300	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465391	ERR3341132,ERR3341133	PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/002/ERR3341132/ERR3341132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/002/ERR3341132/ERR3341132_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/003/ERR3341133/ERR3341133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/003/ERR3341133/ERR3341133_2.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Saint-Doulchard Le Pressoir 	47.105	2.357	France	LSD021.A	Homo sapiens	1300	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465392	ERR3341134,ERR3341135	PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/004/ERR3341134/ERR3341134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/004/ERR3341134/ERR3341134_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/005/ERR3341135/ERR3341135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/005/ERR3341135/ERR3341135_2.fastq.gz
Keller2019	2019	10.1073/pnas.1820447116	Saint-Doulchard Le Pressoir 	47.105	2.357	France	LSD022.A	Homo sapiens	1300	10.1073/pnas.1820447116	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS3465393	ERR3341136	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/006/ERR3341136/ERR3341136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/006/ERR3341136/ERR3341136_2.fastq.gz
